event_id,ticker,event_time,source_doc_ids,usable_fact_count,source_type,source_url,release_session,agency,agency_confidence,agency_evidence,task_order_number,task_order_number_confidence,task_order_number_evidence,award_amount,award_amount_confidence,award_amount_evidence,award_type,award_type_confidence,award_type_evidence,contract_number,contract_number_confidence,contract_number_evidence,contract_type,contract_type_confidence,contract_type_evidence,obligated_amount,obligated_amount_confidence,obligated_amount_evidence,mapping_type,mapping_type_confidence,mapping_type_evidence,mapped_ticker,mapped_ticker_confidence,mapped_ticker_evidence,naics_code,naics_code_confidence,naics_code_evidence,recipient_mapping_confidence,recipient_mapping_confidence_confidence,recipient_mapping_confidence_evidence,recipient_name,recipient_name_confidence,recipient_name_evidence,product_or_service_description,product_or_service_description_confidence,product_or_service_description_evidence,period_of_performance_start,period_of_performance_start_confidence,period_of_performance_start_evidence,prime_or_sub,prime_or_sub_confidence,prime_or_sub_evidence,period_of_performance_end,period_of_performance_end_confidence,period_of_performance_end_evidence,parent_company_name,parent_company_name_confidence,parent_company_name_evidence,sub_agency,sub_agency_confidence,sub_agency_evidence,subsidiary_name,subsidiary_name_confidence,subsidiary_name_evidence,psc_code,psc_code_confidence,psc_code_evidence,government_contract_event_type,government_contract_event_type_confidence,government_contract_event_type_evidence,actual_funded_award_flag,actual_funded_award_flag_confidence,actual_funded_award_flag_evidence,incumbent_or_extension_flag,incumbent_or_extension_flag_confidence,incumbent_or_extension_flag_evidence,ceiling_only_flag,ceiling_only_flag_confidence,ceiling_only_flag_evidence,modification_flag,modification_flag_confidence,modification_flag_evidence,new_work_flag,new_work_flag_confidence,new_work_flag_evidence,new_vs_modification,new_vs_modification_confidence,new_vs_modification_evidence,materiality_context_required_flag,materiality_context_required_flag_confidence,materiality_context_required_flag_evidence,option_exercise_flag,option_exercise_flag_confidence,option_exercise_flag_evidence,recompete_or_extension_flag,recompete_or_extension_flag_confidence,recompete_or_extension_flag_evidence,prime_contractor_flag,prime_contractor_flag_confidence,prime_contractor_flag_evidence,subcontractor_flag,subcontractor_flag_confidence,subcontractor_flag_evidence,parser_quality_flags,parser_quality_flags_confidence,parser_quality_flags_evidence,model_eligible_candidate_flag,modification_number,modification_number_confidence,modification_number_evidence,contract_ceiling,contract_ceiling_confidence,contract_ceiling_evidence
government_contract_AVAV_W911QY22F0086,AVAV,2022-02-23T12:00:00,usaspending_CONT_AWD_W911QY22F0086_9700_W911QY22D0001_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W911QY22F0086_9700_W911QY22D0001_9700,unknown,Department of Defense,0.9,Department of Defense,W911QY22F0086,0.9,W911QY22F0086,1103896.6,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W911QY22F0086,0.9,W911QY22F0086,DELIVERY ORDER,0.9,DELIVERY ORDER,1103896.6,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC",0.9,"AEROVIRONMENT, INC",PROCUREMENT AND PRODUCTION,0.9,PROCUREMENT AND PRODUCTION,2022-02-23,0.9,2022-02-23,prime,0.9,prime,2022-08-22,0.9,2022-08-22,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_FA489022F0019,AVAV,2022-03-09T12:00:00,usaspending_CONT_AWD_FA489022F0019_9700_FA489018D0010_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA489022F0019_9700_FA489018D0010_9700,unknown,Department of Defense,0.9,Department of Defense,FA489022F0019,0.9,FA489022F0019,3083090.81,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,FA489022F0019,0.9,FA489022F0019,DELIVERY ORDER,0.9,DELIVERY ORDER,3083090.81,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC.",0.9,"AEROVIRONMENT, INC.","ECUADOR MARITIME INTERDICTION - RAVEN UAS EQUIPMENT, TRAINING, AND LOGISTICS SUPPORT",0.9,"ECUADOR MARITIME INTERDICTION - RAVEN UAS EQUIPMENT, TRAINING, AND LOGISTICS SUPPORT",2022-03-09,0.9,2022-03-09,prime,0.9,prime,2025-12-31,0.9,2025-12-31,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Air Force,0.9,Department of the Air Force,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W911QY22F0094,AVAV,2022-03-25T12:00:00,usaspending_CONT_AWD_W911QY22F0094_9700_W911QY18D0192_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W911QY22F0094_9700_W911QY18D0192_9700,unknown,Department of Defense,0.9,Department of Defense,W911QY22F0094,0.9,W911QY22F0094,1892974.2,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W911QY22F0094,0.9,W911QY22F0094,DELIVERY ORDER,0.9,DELIVERY ORDER,1892974.2,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC.",0.9,"AEROVIRONMENT, INC.",FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT. SPARE AND REPAIR DOMAIN FOR RAVEN (RQ-11B) AND PUMA (RQ-20A).,0.9,FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT. SPARE AND REPAIR DOMAIN FOR RAVEN (RQ-11B) AND PUMA (RQ-20A).,2022-03-25,0.9,2022-03-25,prime,0.9,prime,2023-02-17,0.9,2023-02-17,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W911QY22F0105,AVAV,2022-03-28T12:00:00,usaspending_CONT_AWD_W911QY22F0105_9700_W911QY18D0192_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W911QY22F0105_9700_W911QY18D0192_9700,unknown,Department of Defense,0.9,Department of Defense,W911QY22F0105,0.9,W911QY22F0105,1081939.73,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W911QY22F0105,0.9,W911QY22F0105,DELIVERY ORDER,0.9,DELIVERY ORDER,1081939.73,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC.",0.9,"AEROVIRONMENT, INC.",AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT GIMBAL PAYLOAD,0.9,AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT GIMBAL PAYLOAD,2022-03-28,0.9,2022-03-28,prime,0.9,prime,2022-09-24,0.9,2022-09-24,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W911QY22F0107,AVAV,2022-03-28T12:00:00,usaspending_CONT_AWD_W911QY22F0107_9700_W911QY18D0192_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W911QY22F0107_9700_W911QY18D0192_9700,unknown,Department of Defense,0.9,Department of Defense,W911QY22F0107,0.9,W911QY22F0107,1736617.6,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W911QY22F0107,0.9,W911QY22F0107,DELIVERY ORDER,0.9,DELIVERY ORDER,1736617.6,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC.",0.9,"AEROVIRONMENT, INC.",FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT. SPARE AND REPAIR DOMAIN FOR RAVEN (RQ-11B) AND PUMA (RQ-20A).,0.9,FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT. SPARE AND REPAIR DOMAIN FOR RAVEN (RQ-11B) AND PUMA (RQ-20A).,2022-03-28,0.9,2022-03-28,prime,0.9,prime,2022-09-24,0.9,2022-09-24,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W911QY22F0119,AVAV,2022-03-30T12:00:00,usaspending_CONT_AWD_W911QY22F0119_9700_W911QY18D0192_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W911QY22F0119_9700_W911QY18D0192_9700,unknown,Department of Defense,0.9,Department of Defense,W911QY22F0119,0.9,W911QY22F0119,1486504.18,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W911QY22F0119,0.9,W911QY22F0119,DELIVERY ORDER,0.9,DELIVERY ORDER,1486504.18,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC.",0.9,"AEROVIRONMENT, INC.",AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT GIMBAL PAYLOAD,0.9,AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT GIMBAL PAYLOAD,2022-03-30,0.9,2022-03-30,prime,0.9,prime,2023-02-17,0.9,2023-02-17,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W58RGZ22C0045,AVAV,2022-04-12T12:00:00,usaspending_CONT_AWD_W58RGZ22C0045_9700_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ22C0045_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,24931578.5,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,W58RGZ22C0045,0.9,W58RGZ22C0045,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,24931578.5,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC",0.9,"AEROVIRONMENT, INC",RQ-20B PUMA SYSTEMS WITH ASSOCIATED HARDWARE AND NET TRAINING IN SUPPORT OF UKRAINE,0.9,RQ-20B PUMA SYSTEMS WITH ASSOCIATED HARDWARE AND NET TRAINING IN SUPPORT OF UKRAINE,2022-04-12,0.9,2022-04-12,prime,0.9,prime,2023-01-31,0.9,2023-01-31,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W58RGZ22C0055,AVAV,2022-05-17T12:00:00,usaspending_CONT_AWD_W58RGZ22C0055_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ22C0055_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,3726375.56,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,W58RGZ22C0055,0.9,W58RGZ22C0055,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,3726375.56,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,AVAV,0.9,AVAV,336411,0.9,336411,0.88,0.9,source metadata,"ARCTURUS UAV, INC",0.9,"ARCTURUS UAV, INC",UKRAINE FUTURE TACTICAL UNMANNED AIRCRAFT SYSTEM (FTUAS) HAS A REQUIREMENT TO BRING A SET OF GOVERNMENT OWNED JUMP 20 SYSTEMS TO FULLY MISSION CAPABLE STATUS.,0.9,UKRAINE FUTURE TACTICAL UNMANNED AIRCRAFT SYSTEM (FTUAS) HAS A REQUIREMENT TO BRING A SET OF GOVERNMENT OWNED JUMP 20 SYSTEMS TO FULLY MISSION CAPABLE STATUS.,2022-05-17,0.9,2022-05-17,prime,0.9,prime,2023-10-19,0.9,2023-10-19,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,"Arcturus UAV, Inc.",0.9,"Arcturus UAV, Inc.",R706,0.9,R706,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W58RGZ22C0062,AVAV,2022-06-30T12:00:00,usaspending_CONT_AWD_W58RGZ22C0062_9700_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ22C0062_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,9627523.96,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,W58RGZ22C0062,0.9,W58RGZ22C0062,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,9627523.96,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC",0.9,"AEROVIRONMENT, INC",PROCUREMENT OF PUMA AE 3,0.9,PROCUREMENT OF PUMA AE 3,2022-06-30,0.9,2022-06-30,prime,0.9,prime,2023-09-28,0.9,2023-09-28,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W911QY22F0189,AVAV,2022-07-08T12:00:00,usaspending_CONT_AWD_W911QY22F0189_9700_W911QY18D0192_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W911QY22F0189_9700_W911QY18D0192_9700,unknown,Department of Defense,0.9,Department of Defense,W911QY22F0189,0.9,W911QY22F0189,1107817.27,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W911QY22F0189,0.9,W911QY22F0189,DELIVERY ORDER,0.9,DELIVERY ORDER,1107817.27,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC.",0.9,"AEROVIRONMENT, INC.",AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT: SPARE AND REPAIR PARTS FOR RQ-11B AND RQ-20A DOMAIN,0.9,AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT: SPARE AND REPAIR PARTS FOR RQ-11B AND RQ-20A DOMAIN,2022-07-08,0.9,2022-07-08,prime,0.9,prime,2023-07-07,0.9,2023-07-07,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W911QY22F0242,AVAV,2022-07-15T12:00:00,usaspending_CONT_AWD_W911QY22F0242_9700_W911QY18D0192_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W911QY22F0242_9700_W911QY18D0192_9700,unknown,Department of Defense,0.9,Department of Defense,W911QY22F0242,0.9,W911QY22F0242,2780192.22,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W911QY22F0242,0.9,W911QY22F0242,DELIVERY ORDER,0.9,DELIVERY ORDER,2780192.22,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC.",0.9,"AEROVIRONMENT, INC.",AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT: OTHER MAJOR COMPONENTS DOMAIN: LINE REPLACEABLE UNITS (LRUS) 20,0.9,AEROVIRONMENT (AV) FAMILY OF SMALL UNMANNED AIRCRAFT SYSTEMS (FOSUAS) PRODUCTS CONTRACT: OTHER MAJOR COMPONENTS DOMAIN: LINE REPLACEABLE UNITS (LRUS) 20,2022-07-15,0.9,2022-07-15,prime,0.9,prime,2023-07-03,0.9,2023-07-03,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W58RGZ22C0064,AVAV,2022-08-02T12:00:00,usaspending_CONT_AWD_W58RGZ22C0064_9700_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ22C0064_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,2379650.32,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,W58RGZ22C0064,0.9,W58RGZ22C0064,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,2379650.32,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC",0.9,"AEROVIRONMENT, INC",PROCUREMENT OF PUMA AE 3 SYSTEMS.,0.9,PROCUREMENT OF PUMA AE 3 SYSTEMS.,2022-08-02,0.9,2022-08-02,prime,0.9,prime,2023-09-28,0.9,2023-09-28,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_N6833522F0246,AVAV,2022-09-21T12:00:00,usaspending_CONT_AWD_N6833522F0246_9700_N6833519G0059_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N6833522F0246_9700_N6833519G0059_9700,unknown,Department of Defense,0.9,Department of Defense,N6833522F0246,0.9,N6833522F0246,9951874.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,N6833522F0246,0.9,N6833522F0246,DELIVERY ORDER,0.9,DELIVERY ORDER,9951874.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,541715,0.9,541715,0.95,0.9,source metadata,"AEROVIRONMENT, INC",0.9,"AEROVIRONMENT, INC",RESEARCH AND DEVELOPMENT,0.9,RESEARCH AND DEVELOPMENT,2022-09-21,0.9,2022-09-21,prime,0.9,prime,2025-03-25,0.9,2025-03-25,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Navy,0.9,Department of the Navy,,,,AC12,0.9,AC12,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_AVAV_W58RGZ22C0067,AVAV,2022-09-26T12:00:00,usaspending_CONT_AWD_W58RGZ22C0067_9700_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ22C0067_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,2361824.0,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,W58RGZ22C0067,0.9,W58RGZ22C0067,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,2361824.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,AVAV,0.9,AVAV,336411,0.9,336411,0.95,0.9,source metadata,"AEROVIRONMENT, INC",0.9,"AEROVIRONMENT, INC",PROCUREMENT OF PUMA AE 3.,0.9,PROCUREMENT OF PUMA AE 3.,2022-09-26,0.9,2022-09-26,prime,0.9,prime,2023-09-30,0.9,2023-09-30,"AeroVironment, Inc.",0.9,"AeroVironment, Inc.",Department of the Army,0.9,Department of the Army,,,,1550,0.9,1550,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
